Patient_ID	C3L-00081	C3L-00415	C3L-00445	C3L-00503	C3L-00568	C3L-00603	C3L-00904	C3L-00923	C3L-00927	C3L-00965	C3L-00993	C3L-01000	C3L-01285	C3L-01455	C3L-01606	C3L-01663	C3L-01838	C3L-01884	C3L-02127	C3L-02130	C3L-02163	C3L-02164	C3L-02168	C3L-02170	C3L-02349	C3L-02358	C3L-02546	C3L-02552	C3L-02619	C3L-02624	C3L-02625	C3L-02627	C3L-02629	C3L-02646	C3L-02648	C3L-02649	C3L-02650	C3L-02660	C3L-02665	C3L-02669	C3L-02891	C3L-02951	C3L-02963	C3L-02964	C3L-02968	C3L-02969	C3L-03272	C3L-03678	C3L-03961	C3L-03962	C3L-03963	C3L-03965	C3L-04013	C3L-04014	C3L-04071	C3L-04391	C3N-00211	C3N-00221	C3N-00247	C3N-00309	C3N-00497	C3N-00555	C3N-00839	C3N-01017	C3N-01018	C3N-01020	C3N-01025	C3N-01028	C3N-01194	C3N-01411	C3N-01846	C3N-01892	C3N-01893	C3N-02252	C3N-02283	C3N-02284	C3N-02285	C3N-02288	C3N-02289	C3N-02300	C3N-02339	C3N-02374	C3N-02375	C3N-02425	C3N-02426	C3N-02434	C3N-02435	C3N-02494	C3N-02523	C3N-02575	C3N-02675	C3N-03051	C3N-03072	C3N-03076	C3N-03092	C3N-03093	C3N-03204	C3N-03424	C3N-03425	C3N-03441	C3N-03486	C3N-03662	C3N-03848	C3N-03851	C3N-03875	C3N-03877	C3N-03880	C3N-03882	C3N-03886	C3N-04124	C3N-04127	C3N-04155	C3N-04162	Samples-altered	Samples-amp	Samples-del	C3L-00081.N	C3L-00415.N	C3L-00445.N	C3L-00503.N	C3L-00568.N	C3L-00603.N	C3L-00904.N	C3L-00923.N	C3L-00927.N	C3L-00993.N	C3L-01000.N	C3L-01285.N	C3L-01455.N	C3L-01606.N	C3L-01663.N	C3L-01884.N	C3L-02127.N	C3L-02130.N	C3L-02163.N	C3L-02164.N	C3L-02168.N	C3L-02349.N	C3L-02358.N	C3L-02546.N	C3L-02552.N	C3L-02619.N	C3L-02624.N	C3L-02625.N	C3L-02627.N	C3L-02629.N	C3L-02646.N	C3L-02648.N	C3L-02649.N	C3L-02650.N	C3L-02660.N	C3L-02665.N	C3L-02669.N	C3L-02891.N	C3L-02951.N	C3L-02963.N	C3L-02964.N	C3L-02968.N	C3L-02969.N	C3L-03272.N	C3L-03961.N	C3L-03962.N	C3L-03963.N	C3L-03965.N	C3L-04013.N	C3L-04014.N	C3L-04071.N	C3L-04391.N	C3N-00221.N	C3N-00497.N	C3N-00555.N	C3N-01017.N	C3N-01018.N	C3N-01020.N	C3N-01025.N	C3N-01028.N	C3N-01194.N	C3N-01411.N	C3N-01846.N	C3N-01892.N	C3N-01893.N	C3N-02252.N	C3N-02285.N	C3N-02288.N	C3N-02289.N	C3N-02300.N	C3N-02339.N	C3N-02374.N	C3N-02375.N	C3N-02425.N	C3N-02426.N	C3N-02434.N	C3N-02435.N	C3N-02494.N	C3N-02523.N	C3N-02575.N	C3N-02675.N	C3N-03051.N	C3N-03072.N	C3N-03076.N	C3N-03092.N	C3N-03093.N	C3N-03204.N	C3N-03424.N	C3N-03425.N	C3N-03441.N	C3N-03486.N	C3N-03662.N	C3N-03848.N	C3N-03851.N	C3N-03875.N	C3N-03877.N	C3N-03880.N	C3N-03882.N	C3N-03886.N	C3N-04124.N	C3N-04127.N	C3N-04155.N	C3N-04162.N
ECSIT	16.6344	17.1594	17.2843		17.2874	17.3223	16.0571	17.3509	17.7898	18.326	18.2988	16.8892	17.7257	17.0046	16.8694	16.7457	17.2645	17.9828	18.262999999999998	17.2633	18.5697	17.3944	17.5253	16.9367	17.4917	17.5266	17.3823	17.0584	17.6335		18.0841	17.2673	17.1482	17.4499	17.0679	17.3037	17.1378	17.293	17.2881	17.8308	17.4618	17.7548	17.4675	16.9663	17.8224	17.6072	18.3508	18.5292	17.4802	17.469	17.4794	19.5594	17.4149	17.3572	17.4439	17.2896	16.9614	18.8648	16.8587		17.2094	17.4799		17.8241		16.9811	17.983	17.4194	17.8302	17.8122	16.9736	17.2304	17.6738	17.9064	17.1275	18.0822	16.6218	17.4349	17.1981	17.5229	17.1166	18.0175	18.4195	17.6116	16.9837	18.1874	16.9311	18.2924	17.506	18.882	17.4977	17.5407	17.2611	16.9336	17.5228	16.8347	17.1618	17.3178	17.5783	17.2101	18.0657	17.6922	16.6879	17.642	17.9106	17.3391	17.6336	18.3004	17.6695	18.0431	17.2222	18.6588	18.3688				17.4312	17.3236	17.2123		17.4516	17.3519	17.3121	17.5212	17.2265	17.1944	17.2848	17.3968	17.5376	17.379	17.5815	17.4539	17.633	17.3105	17.5321	17.3966	17.1765	17.6437	17.3814	17.4173	17.4362	17.5316		17.1516	17.2584	16.9939		17.2478	17.059	16.9885	17.1925	16.639	17.0291	17.1062	17.1573	17.5721	17.5206	17.5685	17.1886	17.5811	17.2902	17.2604	17.4687	17.3135	17.3151	17.4243	17.5667	17.3318	17.2529	17.4097	17.5387	17.271		17.0436	17.4978	17.6585	17.2431	17.4476	17.2328	17.4972	17.4382	17.3255	17.1752	17.5928	17.4464		16.882	17.3805	17.5098	17.7161	17.4883	17.1981	17.1769	17.203	17.1513	17.2279	17.4813	17.5116		17.2444	17.1539	16.9886	17.4601	17.0974	17.4117	17.0498	17.1338		17.2726	17.4052	17.2066	17.5259	17.3425	17.561		17.2306	17.4878		17.1678
EDAR	14.5054	13.4003	14.2351		10.2778	15.8846	15.6361	13.0019	12.8835	13.8487	15.3125	11.9828	13.809000000000001	14.4134	11.2771	13.9807	13.2922	14.421	12.4697	13.5242	13.7117	12.6328	12.33	13.9111	12.6383	15.7179	12.2819	12.9513	10.892000000000001		14.1096	8.1017	9.9229	11.8787	14.2215	8.4818	12.568	11.1208	7.8343	11.244000000000002	11.7989	13.4729	12.0403	9.846	12.4441	14.3496	11.2123	11.8548	12.7108	15.1117	10.6594	11.7907	12.8256	12.7039	13.0988	13.6847	15.6794	12.5807	10.6753		15.3903	15.079		12.5128		10.0774	12.8039	12.6582	11.7266	14.8634	12.7382	12.3635	14.4138	15.8273	13.8332	9.57	14.2083	14.0456	13.7815	12.2387	15.3101	14.8807	10.845999999999998	16.0926	12.1389	12.8918	10.4212	9.4772	11.48	14.5491	14.039000000000001	13.1201	14.227	12.7335	9.9405	13.4775	12.6485	15.5539	13.5502	11.8236	9.7291	12.9881	12.312000000000001	10.1711	13.6349	10.6377	9.4397	14.7629	10.8026	11.5616	13.9747	13.0802	12.107999999999999				9.908999999999999	10.3373	10.9362		11.341	13.2914	13.0359	12.549000000000001	10.068999999999999	11.9207	11.1321	12.05	11.0586	12.4275	12.1479	12.8731	11.7881	11.5723	11.009	12.4666	11.699000000000002	13.0763	12.1186	12.1131	12.4476	10.9735		11.0681	11.46	11.2382		12.0475	12.6878	10.7491	12.415	12.2318	12.4797	10.8652	11.5949	10.3356	9.9439	12.7953	12.15	11.3621	13.2902	12.9694	9.7915	10.523	10.6591	11.0182	11.6981	11.782	11.8074	11.1266	10.4195	10.3328		10.7303	11.4099	12.0097	10.6838	10.6537	12.3877	12.0813	12.213	12.9276	10.3813	11.4504	12.0611		10.8551	9.9536	11.5337	12.6004	10.748	8.1072	12.3216	11.4192	11.0523	11.4314	12.5112	10.5426		11.8945	9.6957	10.8083	10.7261	12.6824	10.7672	13.0249	12.6246		12.8156	10.7864	11.8007	12.7297	11.5345	11.5619		11.4715	9.6526		10.7457
EEF2K	16.9983	17.3767	17.6584		17.6387	17.1823	17.134	17.5348	17.0596	16.4267	16.7995	17.3248	16.3417	17.4721	17.6284	18.0506	17.6734	17.0541	17.9519	17.154	17.9494	17.3564	17.3029	17.3604	17.2783	17.5967	17.285	17.2111	17.6775		18.0504	17.5666	17.3204	17.0508	17.4404	18.0781	17.3263	16.9486	17.742	17.4783	17.6046	17.5588	17.4615	17.6643	17.3714	17.4733	17.4475	16.905	17.4444	17.4081	17.1768	17.123	18.2525	17.3173	17.3032	17.0863	16.9435	17.2227	17.6368		17.2925	17.7461		17.7786		17.2085	17.1647	17.3417	17.875	17.4205	17.9666	17.5343	17.7056	17.5317	17.3495	17.5141	17.4713	17.2629	17.6203	18.0968	17.6414	17.4698	17.2709	17.3028	17.4343	17.333	17.8323	17.3509	17.1912	17.8424	18.3083	17.2324	17.2504	18.257	17.5926	17.2213	16.7468	17.437	17.5958	17.2545	17.9435	17.4393	17.4649	16.8017	17.8151	16.9869	17.4251	17.095	18.3047	17.1527	16.8438	17.3935	17.474				17.8643	17.6596	17.7876		17.5471	17.9366	17.9457	17.655	17.7148	17.6221	18.3409	17.2258	17.9932	17.8128	17.6906	17.7573	18.0563	18.0108	17.7602	17.555	17.6816	18.0586	18.1009	17.5673	17.8833	18.0558		17.9873	18.0923	17.8124		17.9263	17.768	17.4503	17.4609	17.1723	17.3444	17.5409	17.5192	17.7915	17.5799	17.8365	17.6292	17.8434	17.777	17.5953	17.5264	17.79	17.3726	17.9099	17.6062	17.9468	18.2774	18.1155	17.788	17.5376		17.4788	17.8277	17.9896	17.7442	17.6515	17.4675	17.6527	18.1283	17.7304	18.1087	17.6045	17.7199		17.858	17.729	18.0529	17.623	17.9044	17.6727	18.1158	17.6868	17.457	17.6853	17.8257	17.5528		17.5074	17.5052	17.8516	17.4673	17.4929	17.653	17.2802	17.5693		18.1999	17.7965	18.2404	17.896	17.5742	17.8187		17.7484	17.73		17.6115
EGFR	19.6675	18.1917	19.6874		19.0006	19.9934	20.6408	18.7294	18.7076	18.627	18.0482	17.727	18.6987	17.3828	19.2016	17.9501	18.6847	19.1792	18.8642	18.3441	20.6602	17.8826	19.4626	18.5032	17.9639	19.3124	19.1549	19.6964	19.3414		19.5008	19.4066	17.9985	21.6895	19.0354	16.1322	19.1175	17.3795	18.9295	19.5495	17.9376	18.3633	18.9234	19.3672	19.032	18.4886	16.942	19.0509	18.0693	17.8385	17.8334	18.4434	17.6954	19.8842	18.3696	21.1285	19.4885	20.5056	20.1552		18.4528	18.8957		19.090999999999998		20.2267	19.0496	19.4556	18.7764	19.5539	19.4691	19.2154	20.624000000000002	19.4724	17.3962	18.8593	23.7209	19.7282	18.5767	19.0915	20.374000000000002	19.032	18.4687	19.3019	19.5983	19.0869	17.6986	18.160999999999998	19.0788	19.5903	19.3995	19.0859	19.4899	16.648	18.4117	20.3237	21.249000000000002	17.8901	23.7073	19.4366	17.9216	19.5016	19.8873	16.6033	18.7892	16.6854	18.5907	18.7986	17.1683	19.1044	18.42	19.307000000000002	19.3527				18.5708	18.5408	18.4897		17.5958	18.2862	17.9623	17.9414	18.1533	17.6341	18.9671	18.5142	18.3926	17.9464	17.8656	17.8215	18.4988	18.5051	18.3712	18.1448	18.4816	18.2492	18.157	18.3066	18.4173	18.1248		18.3546	18.7183	18.2652		18.3281	18.372	18.2252	18.3972	18.1231	17.8871	17.9197	18.0918	18.2879	17.7533	18.2462	18.214000000000002	18.2902	18.5292	18.3168	18.5433	18.2798	18.0829	18.4809	17.6245	18.3459	18.5771	18.075	18.4255	18.4367		18.3329	18.3203	18.453	18.1226	18.4399	17.7688	18.2747	18.1588	17.9598	18.0772	17.9284	17.5878		18.392	18.2395	18.3085	17.9951	18.1054	18.2861	18.7279	18.4884	18.3705	18.0329	17.939	17.8161		18.1295	17.9135	18.2801	18.1385	18.267	18.359	18.6366	17.9629		18.6673	18.1814	18.4413	18.1326	17.7443	18.4786		17.9295	18.1765		18.6644
EGLN1	18.1821	17.6305	17.8006		17.6902	17.0501	17.7526	17.7395	16.7578	17.5572	19.1956	17.5913	18.573	17.5598	17.9128	17.8612	17.4089	18.2233	17.8492	17.5995	17.6508	16.8894	17.848	17.3213	17.1382	17.3283	17.5237	16.6958	18.1125		17.789	18.1644	17.0297	17.9903	17.2679	17.8793	17.631	17.5208	17.1023	18.1211	17.3912	17.7977	17.4856	16.828	17.2541	16.9247	16.6817	17.4138	16.9977	17.6681	17.2699	17.8586	17.5889	17.7941	17.3683	16.87	17.1884	17.1856	17.504		17.1062	18.0373		17.4139		17.8164	18.7052	18.079	17.7822	18.5113	18.4733	17.7101	17.1498	17.4696	18.0991	17.1589	18.0184	17.5817	17.3646	17.7842	17.3041	17.2678	17.6473	17.0439	17.1797	17.6153	16.6011	16.8143	17.449	18.3395	17.4939	17.6447	18.2322	17.3884	16.8356	16.8762	18.0647	17.2373	17.8782	18.1269	16.999000000000002	17.9486	17.5166	17.7327	17.9449	17.3452	17.480999999999998	17.7592	17.473	17.6135	17.6661	17.5661	17.4844				16.9142	17.0185	16.7787		16.7147	16.8143	16.8523	16.9729	16.861	16.6127	17.0923	16.7402	16.91	16.7535	16.9464	16.8892	17.0614	17.0651	16.8991	16.7686	17.2225	16.8293	16.8964	16.783	16.678	17.0147		17.2876	17.1663	17.2593		17.4397	17.2742	17.1052	17.1669	17.0025	17.2713	17.8572	17.074	16.871	16.8526	16.7568	17.083	17.1733	17.1852	17.1081	17.3188	17.6857	17.0483	17.3527	16.8739	17.2194	17.051	17.0799	16.928	17.0234		16.9888	17.1302	17.0909	16.9004	17.1724	17.0102	17.1665	17.3046	17.2086	17.1475	16.9398	16.8659		17.3729	17.187	17.1195	16.7648	16.9996	17.258	16.9385	17.0706	17.2271	17.336	16.9748	17.564		17.0622	17.1975	17.5034	17.2355	17.3208	17.1844	17.0688	16.7298		17.1328	16.9012	17.1212	17.088	17.6754	17.0745		16.9974	17.2427		16.9165
EGLN2	16.0008	16.0061	16.2595		16.5153	15.3958	16.0079	15.765	15.9427	15.4828	15.8741	16.4272	15.0227	17.0202	15.9195	16.2652	15.6794	16.4016	17.1542	16.2188	15.9931	16.6221	16.4617	16.6287	16.5065	15.6106	16.869	16.4891	16.1685		16.2286	16.2531	16.2955	15.9244	15.9404	15.7517	16.3759	16.6466	17.0161	15.7996	16.226	16.2721	16.7244	16.8343	16.3905	15.9702	16.6041	16.5545	16.4077	15.5875	16.5957	15.8861	16.8447	16.0393	16.093	16.0606	15.6548	16.3868	16.1336		16.5662	16.0315		16.3976		16.3873	16.0727	16.1017	17.0069	15.2077	16.6341	16.6469	16.2854	16.2649	15.4233	15.0042	16.3789	16.6844	16.469	16.3578	16.5696	16.0602	15.339	15.9931	16.4093	16.2215	16.7911	16.465	15.8858	15.2901	16.9224	16.2663	15.9252	15.8972	16.5979	16.6952	16.7756	17.2549	16.6743	16.4392	17.6189	16.6136	16.5048	15.7584	15.9316	16.0662	15.9768	15.2542	15.8779	16.3978	15.8113	19.3734	15.1892				16.9794	17.1342	17.0738		16.7944	16.9828	16.3623	16.6792	17.075	17.0126	17.1146	16.9691	17.0309	17.0291	16.9189	16.7687	16.8204	16.8157	17.0611	17.1604	16.5976	17.1471	16.8477	16.8306	16.8986	17.059		16.7705	16.8521	16.5379		16.7145	16.7788	16.7517	16.7898	16.8056	16.5297	16.6392	16.8252	17.4621	17.0378	17.0995	16.6279	16.8265	16.6185	16.6833	16.874000000000002	16.9639	16.7624	16.6935	16.7372	16.7981	16.8165	17.3307	17.3102	17.0631		16.7287	17.125999999999998	17.2266	17.1784	17.0672	17.0781	16.7312	16.7481	16.6555	16.7087	16.7563	16.9087		16.9251	17.0736	16.8641	17.1575	16.8348	16.7293	16.9509	16.7463	16.7399	16.7703	17.1032	16.7294		16.7009	16.7365	16.7565	17.1907	16.8485	16.8932	16.8183	17.0681		17.1909	16.8362	16.9702	16.8122	16.7854	16.7946		17.0191	17.09		17.1246
EGLN3	18.8154	18.5205	17.8689		17.9499	15.6343	17.4262	17.6437	16.7914	17.0029	18.5342	17.1966	17.1736	18.5682	16.9435	17.8612	18.2458	19.4676	17.5926	18.823	18.5538	15.6989	17.1865	15.657	17.0166	18.4859	19.1522	17.2878	20.1467		16.8968	21.204	18.3071	19.6136	18.288	18.1084	18.9486	16.4616	18.151	17.4523	18.3762	19.5873	18.6215	17.5774	17.3426	17.5581	13.4485	18.33	16.3951	15.9882	16.5726	18.0293	17.6244	19.5027	18.3733	17.9391	17.3531	16.4	18.6445		16.1223	17.2069		16.0787		15.7739	18.1009	19.0998	18.4636	17.692999999999998	19.0419	18.3405	18.0456	15.4563	17.3951	14.7732	17.9753	18.8462	18.6813	18.14	18.0689	18.2497	16.6324	17.0606	18.7224	17.4884	17.6684	15.2983	16.2234	18.2865	17.1344	19.2564	17.2308	17.5675	15.7711	16.8691	19.6235	19.4072	20.3372	15.6972	17.2815	17.3064	19.2559	15.5553	18.9448	16.7162	19.0845	18.9803	18.8149	17.3054	19.5467	16.687	14.5396				15.1463	14.5107	15.2741		15.1276	15.1895	15.6039	14.7038	14.0845	15.0664	14.4451	14.819	14.7494	15.8725	14.207	15.1891	15.1038	14.6418	14.0621	14.5951	14.7166	15.3217	15.4874	15.0378	15.0463	14.2152		14.9785	15.2719	15.3493		15.2535	14.9785	14.3044	14.440999999999999	15.1032	15.9941	15.3091	14.3378	16.3026	15.12	15.1891	14.9092	14.3352	14.2224	15.9477	15.058	15.824000000000002	15.4621	15.0676	16.1516	14.4579	14.8268	15.0712	14.100999999999999	16.3135		14.494000000000002	14.5458	15.1141	15.4444	16.3168	15.2443	14.9493	16.2098	15.2297	15.395999999999999	14.2808	14.4705		14.9332	15.6439	14.5052	14.6604	15.3274	15.2034	14.9456	14.6492	14.6825	14.6762	14.5512	13.9656		14.4736	15.0637	16.597	13.9717	16.7779	15.0624	14.8627	14.7098		15.3983	14.4876	14.6873	15.2294	14.9199	15.6031		14.738	14.8052		13.5972
EGR2	16.0376	13.6466	15.8548		16.0602	17.1504	14.950999999999999	15.2835	13.5405	16.8189	14.1111	16.277	14.9321	15.9778	15.3066	15.9607	16.8786	14.8743	16.3028	15.8846	14.6234	17.281	16.4836	17.1804	14.7329	15.0592	16.2281	16.6353	15.7154		16.0205	14.2471	15.289000000000001	14.9488	14.5227	15.445	15.6803	16.9358	14.1523	16.0137	15.6887	16.0666	17.0473	14.5462	17.1147	17.1454	15.3927	14.0896	17.1233	14.9812	15.3417	15.4672	14.5722	16.067	16.614	16.1127	16.3255	14.7964	15.0466		15.9168	16.2903		16.5902		14.7627	17.0457	15.724	15.7481	15.9387	16.2876	16.4272	16.6589	15.39	14.23	14.7397	16.7406	17.1647	17.596	16.0917	17.0423	15.2117	14.8841	13.2693	16.3423	17.1354	14.4601	17.2076	16.9853	15.1838	16.1937	16.1076	16.409000000000002	15.718	16.2612	14.7402	14.3545	16.0186	15.2359	16.3364	15.9383	16.2547	15.8002	15.2123	14.1436	18.7753	15.2571	13.9801	14.8932	16.0761	15.395	14.7014	15.1273				17.2115	16.5646	16.9638		17.3165	18.1603	17.3742	17.1383	17.142	17.7512	16.1447	17.9698	17.7268	16.445999999999998	18.2051	16.1731	18.7988	17.9522	17.6328	17.3078	18.73	16.0315	16.5251	18.219	15.8259	17.0224		17.2438	16.765	16.8443		18.6918	18.3034	16.9576	17.2085	18.724	19.2169	16.8945	17.6379	17.0184	16.3291	16.6629	16.9524	16.738	18.2839	18.8645	16.6211	16.7735	19.3861	17.9838	19.0669	16.9315	16.0835	17.7557	15.3641	18.1788		18.1837	16.7908	16.399	17.3644	17.9202	18.3043	18.4607	17.1728	16.5471	18.7622	19.2634	18.0077		17.2316	17.0547	15.5602	17.7668	16.9518	15.2465	15.5489	17.1787	18.1178	17.8303	17.438	17.0501		19.3112	18.3607	16.9435	15.7642	17.2033	18.5269	17.5125	17.0097		16.8566	16.29	17.4996	15.7103	18.0237	17.5423		15.9486	17.1915		17.4788
EI24	19.8003	19.3925	18.8978		18.7513	19.1311	19.1855	19.1935	19.2466	19.335	19.1583	18.6578	18.9486	18.6463	19.3082	19.4117	19.3547	18.8584	18.41	19.1238	19.361	18.937	19.0365	18.9848	19.636	18.97	19.171	19.238	19.0474		18.8518	19.6024	19.2051	18.5556	19.4381	19.7558	18.8208	18.8326	18.7449	18.6113	19.0537	19.288	19.0761	19.2524	19.0801	18.177	17.652	19.4948	18.3499	19.3619	19.1492	18.4465	18.5435	19.5825	18.543	18.7012	19.3522	19.2704	18.3076		18.6014	19.2257		19.4414		19.9179	19.0709	19.2466	19.0294	19.2128	19.0236	18.8992	19.0823	19.2232	18.4171	19.483	19.4015	18.9162	19.0293	19.4063	18.6545	19.5498	19.6893	19.8072	19.4593	19.0462	18.7624	18.9327	19.3983	19.5244	18.7169	19.6448	18.9539	19.6207	19.5446	18.8379	19.8562	19.0308	19.2977	19.1249	18.9123	19.1461	18.9594	20.3485	19.1087	19.5803	18.6747	18.8225	17.9805	18.7506	19.3518	19.575	18.7016				18.7158	18.8404	18.7028		18.4747	18.6051	18.5658	18.783	18.5377	18.4829	18.5269	18.5736	18.7129	18.4649	18.7376	18.5015	18.6208	18.7015	18.5869	18.5211	18.5708	18.6181	18.3781	18.7381	18.7727	18.6096		18.5766	18.2859	18.5628		18.5553	18.4955	18.3876	18.5787	18.1031	18.3109	18.7707	18.5264	18.4724	18.4432	18.6097	18.3936	18.5029	18.4345	18.4319	18.5218	18.5302	18.2369	18.5007	18.4441	18.4339	18.528	18.7168	18.4878	18.3404		18.5081	18.6623	18.6387	18.416	18.4758	18.6063	18.5717	18.7129	18.4955	18.5799	18.5943	18.6702		18.5998	18.9113	18.9281	18.564	18.6309	18.9339	18.4792	18.5575	18.5645	18.6108	18.7015	18.5888		18.5978	18.4931	18.6402	18.585	18.6215	18.5762	18.4535	18.4657		18.4726	18.7931	18.4342	18.6557	18.512999999999998	18.5842		18.3573	18.4427		18.2612
EID1	20.6332	19.4387	19.832		20.4086	19.2766	19.5577	20.2021	19.612000000000002	19.9878	20.3438	19.5178	20.0274	20.1762	19.8284	19.8527	20.2871	19.1396	19.0129	19.7006	19.7435	19.4768	19.9735	19.6775	19.3736	19.5221	19.8004	19.8223	19.2563		19.4279	19.7959	19.7611	19.977	20.3231	19.2629	19.5818	20.0664	18.469	19.7714	19.917	19.5644	19.3803	19.0498	19.3948	19.7065	19.8983	19.375	19.7857	20.1501	19.5971	19.8759	19.3118	19.2232	19.6837	20.1907	20.5744	18.9406	19.7566		19.6414	19.515		19.6187		19.0442	19.4614	19.7704	19.4442	19.5769	19.5799	19.3333	19.3329	19.6963	19.6879	19.8891	19.8036	19.3589	19.4791	19.3569	19.3761	18.2816	18.6235	17.9449	19.6792	19.9045	19.5768	19.9774	19.9388	18.3034	18.6889	19.4095	20.8188	19.8672	19.3176	19.2214	19.7985	20.122	19.6287	20.1581	18.9237	19.9697	19.7908	19.9046	19.4284	20.2399	19.3314	19.5173	19.6854	19.663	20.0344	19.5315	19.7629				20.0203	20.2599	19.3751		19.8653	19.9728	20.1818	20.1995	19.5352	19.7533	19.5627	19.7213	19.8579	20.0823	19.8326	19.9993	19.7283	20.0577	19.6117	19.4684	19.9566	19.9299	20.180999999999997	19.8548	19.8577	19.5525		20.4765	20.2508	20.4282		20.489	20.5055	20.1764	20.3135	19.910999999999998	20.0442	20.7699	19.6662	19.8497	19.6738	19.8319	20.4845	20.4826	20.4572	20.3613	20.2382	20.3684	20.1583	20.4367	19.776	20.4925	19.8728	20.0098	19.6366	19.6953		19.8429	20.0293	19.7738	19.6506	19.877	19.7393	20.0548	19.9605	20.2135	19.8245	19.5694	19.8732		20.1189	19.7923	19.9785	19.7417	19.789	20.0866	20.1054	20.5838	20.3706	20.185	19.8894	20.2361		20.2876	20.2855	20.4172	20.2825	20.5302	20.4261	20.1682	19.4213		20.3048	20.322	20.1513	20.4269	20.5627	20.4046		20.4301	20.5357		19.8185
EIF2AK4	17.2533	17.7597	17.4185		17.7144	17.439	17.6828	17.0032	17.3631	18.0044	17.5967	17.4605	17.3366	17.7295	17.4237	17.4199	17.519000000000002	16.6453	16.9558	17.6679	17.2877	17.8454	17.7486	17.5992	17.8236	17.3564	17.5689	17.886	17.5609		17.2746	17.395	17.2331	17.7814	17.4696	16.2896	17.2848	17.3441	17.2334	17.6427	17.9648	17.6556	17.7717	17.4926	16.9486	17.1875	17.2753	17.819000000000003	17.5217	18.1667	17.5525	16.9058	17.1458	17.2582	17.0938	17.7878	17.8452	17.7545	17.8464		17.6495	17.3708		17.127		17.8767	17.2781	17.2202	17.6308	17.2413	17.7564	17.4533	17.6292	17.8019	17.2811	17.7922	17.6848	17.5878	17.7024	17.6048	17.2224	16.4862	17.0303	17.0054	17.7264	18.142	17.3551	17.5151	17.8106	16.5876	16.8526	17.0666	18.1539	18.1317	17.2405	17.7476	17.0512	17.4053	17.1742	17.6326	16.8301	17.8919	17.6764	18.0082	17.3883	17.6094	17.1844	17.4094	17.7064	17.3561	17.719	16.9949	17.7767				17.4688	17.47	17.352999999999998		17.352	17.2386	17.2675	17.3017	17.4448	17.535999999999998	17.4946	17.415	17.7435	17.0746	17.4719	17.2693	17.4224	17.4131	17.3647	17.5294	17.4004	17.3239	17.1738	17.3979	17.5243	17.6185		17.3045	17.1663	17.5512		17.2643	17.2758	17.7355	17.3503	17.3281	17.741	17.5767	17.4633	17.0898	17.6616	17.3245	17.0897	17.348	17.1991	17.3522	17.4885	17.391	17.361	17.295	17.1792	17.3398	17.4075	17.4551	17.486	17.2199		17.4859	17.2816	17.4573	17.3667	17.2381	17.1638	17.27	17.1927	17.3171	17.4583	17.465999999999998	17.403		17.2798	17.3184	17.3347	17.3747	17.31	17.264	17.1278	17.4079	17.4232	17.3225	17.2699	17.3896		17.4777	17.314	17.4991	17.4623	17.5271	17.4269	17.3252	17.3674		17.2527	17.3206	17.245	17.4542	17.3154	17.147000000000002		17.2684	17.2945		17.4519
EIF3F	17.7639	17.2972	17.9265		17.1819	18.0921	17.8078	17.9921	16.8588	18.7591	18.5202	17.8836	17.6447	17.675	17.0702	17.3609	17.8561	17.4307	17.1376	17.6474	17.5813	17.9319	17.766	18.1043	17.9894	17.7653	17.8456	18.2192	17.3882		17.8144	18.0105	17.7675	17.475	17.5912	17.436	17.8962	17.7401	17.5575	17.58	17.4968	17.5312	18.2543	17.3219	18.45	18.1327	17.3483	17.9026	17.6831	16.7168	17.8004	17.6785	17.766	17.2012	17.9046	17.6021	17.3952	18.1006	17.6827		18.2445	17.8861		17.7856		17.5121	18.053	18.0498	18.0932	18.5504	17.6138	17.3905	17.8843	17.683	18.155	17.5277	17.5862	17.4612	17.7593	17.6443	18.2254	18.2961	18.5278	17.5702	17.7415	18.5462	17.5444	18.1426	17.4655	18.248	17.7082	17.2495	17.9452	17.4412	17.5795	17.8475	17.4669	18.2279	17.2394	17.7973	17.9036	17.9998	17.5757	17.437	17.5395	17.9565	17.1413	17.3209	17.9584	17.7396	17.4934	18.7086	17.0917				18.1243	18.156	17.9617		17.8725	17.8888	17.9401	18.0971	17.7518	17.9502	17.9362	17.7827	17.9876	17.7944	17.9215	17.9942	17.8811	17.8081	17.8903	17.9719	17.8061	17.991	18.0517	18.118	18.0143	17.977999999999998		17.8949	17.8173	18.0134		17.875	17.9024	17.6969	17.5825	17.3969	17.6014	17.7394	18.0187	17.8528	18.0501	17.8935	18.0097	17.8493	17.7021	17.7605	17.7898	17.74	17.655	17.8472	18.0153	17.8635	18.0588	17.9672	17.9046	17.8731		17.8307	17.9445	18.0928	17.811	18.0743	17.945999999999998	18.1224	18.1364	17.9639	18.0676	18.0606	18.0631		17.8869	18.0015	18.2845	18.039	18.1034	17.9377	17.7264	17.8105	17.8255	18.0403	17.9631	17.3264		17.9148	17.7484	17.8034	17.9481	17.8194	17.7253	17.7676	17.7204		17.7615	17.705	17.7055	17.9161	18.0639	18.0505		17.9093	17.8389		17.6223
